tweet,index
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",1281
Indian PM @narendramodi lambasted critics of the #demonetization drive by saying they want #corruption #Bribery to continue. A great leader!,1282
"RT @coomarashish: C-Voter on #Demonetization:
Only 22% happy with implementation, when asked to mark the same, 66% says 'Good'.
@manakgupta…",1283
@awasthis @5pm @News18India #Demonetization The way they are creating scenario/ Now BharatBandh this shall reduce image of opposition,1284
RT @dna: Watch: Somebody made a spoof video on #demonetization with #AeDilHaiMushkil trailer and it's hilarious https://t.co/yqe4ZrMEMz htt…,1285
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,1286
"RT @pGurus1: #Demonetization The time has come to put MUDRA into action, writes Prof. R Vaidyanathan - https://t.co/P6HkkDVa3b @upma23 @UnS…",1287
"RT @yugaparivartan: Irony of our times. Jholachap economists who like giving 100Rs in NREGA opposing #Demonetization, while the free-market…",1288
@awasthis @5pm @News18India #Demonetization : Opposition should go to  constituencies  help people have patience so it improves their image.,1289
"RT @ANI_news: The queues are not getting longer but are getting shorter day by day: Chanda Kochar,ICIC MD and CEO #demonetization https://t…",1290
Left is going to file a petition in SC against govts decision on #demonetization . My que is why the hell don't you debate in parliament?,1291
"RT @DrShobha: #Demonetization  taught me minimalism .

Less stuff ! More happiness ! 

Thank you Prime Minister @PMOIndia 

#Insights",1292
"From #MannKiBaat to #JanKiBaat on #demonetization. 
#Citizens on #DEMONETIZATION #janjankibaat @narendramodi… https://t.co/HbOZ0wN7cP",1293
"RT @jankibaat1: From #MannKiBaat to #JanKiBaat on #demonetization. 
#Citizens on #DEMONETIZATION #janjankibaat @narendramodi @PMOIndia #nam…",1294
RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,1295
RT @IndiaFirst_2019: Have You Shared Your Views on #Demonetization to #PMModi Take Part in Survey on #NMApp  &amp; Be A Part of Nation Building…,1296
"EXCLUSIVE: Inside vijayshekhar's Paytm, the first 24 hours after #demonetization

https://t.co/IdMgdpx0sz",1297
"RT @pGurus1: #Demonetization The time has come to put MUDRA into action, writes Prof. R Vaidyanathan - https://t.co/P6HkkDVa3b @upma23 @UnS…",1298
"Irony of our times. Jholachap economists who like giving 100Rs in NREGA opposing #Demonetization, while the free-marketists applauding!",1299
RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,1300
"RT @YSRCParty: Days before #Demonetization announcement, @ncbn sold his Heritage shares,clearly evident that he had prior knowledge of the…",1301
They are all protesting against #Demonetization But how many of them have been so vocal about Corruption? Deliberat… https://t.co/N2HX5UQW0r,1302
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,1303
RT @ShashiTharoor: Joined the line of Opposition MPs demonstrating solidarity on #demonetization &amp;demanding that @PMOIndia address Parliame…,1304
"RT @pGurus1: #Demonetization The time has come to put MUDRA into action, writes Prof. R Vaidyanathan - https://t.co/P6HkkDVa3b @upma23 @UnS…",1305
#ndtv cooperate with the govt their decision of #demonetization is correct... Pls spread positive news about it...#jaihind,1306
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,1307
"RT @pGurus1: #Demonetization The time has come to put MUDRA into action, writes Prof. R Vaidyanathan - https://t.co/P6HkkDVa3b @upma23 @UnS…",1308
How many parties opposing #demonetization on d basis of inconvenience 2 poor has on record helped poor 2 come out of prob?@MamataOfficial,1309
RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,1310
"RT @kanimozhi: Everyone seems to hate the rich, even the rich hates richer and the richer hates the richest. #Demonetization.",1311
"RT @nipfp_org_in: Read latest NIPFP blogpost titled ""#Demonetization: Cure and Care"", by Dr. Pinaki Chakraborty.
@pinakicha 
https://t.co/L…",1312
RT @karnataka_ioc: @indianoilcl giving cash through Mini ATMs to people in Hinterland. #IndiaKaDil. Helping rural people in #Demonetization…,1313
"RT @ShefVaidya: #DeMonetization is certainly hurting Lord @ArvindKejriwal, Behen Bagwati, @OfficeOfRG and @MamtaOfficiaI a LOT! https://t.c…",1314
RT @sudarsansand: My humble appeal to all to pl have patience and draw what they need from ATMs during this #Demonetization phase. My SandA…,1315
"RT @pGurus1: #Demonetization The time has come to put MUDRA into action, writes Prof. R Vaidyanathan - https://t.co/P6HkkDVa3b @upma23 @UnS…",1316
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,1317
"From #MannKiBaat to #JanKiBaat on #demonetization. 
#Citizens on #DEMONETIZATION #janjankibaat @narendramodi… https://t.co/MYD5ogLY4X",1318
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",1319
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,1320
RT @airnewsalerts: Samajwadi Party's Jaya Bachchan and AAP join TMC protest against  #demonetization at Jantar Mantar. https://t.co/U8g4C7H…,1321
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,1322
"RT @bi_india: EXCLUSIVE: Inside @vijayshekhar's @Paytm, the first 24 hours after #demonetization

https://t.co/2uJCMujeO8",1323
RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,1324
@Manjunaath people who think that #BJP will pay for the #demonetization are shortsighted,1325
"EXCLUSIVE: Inside @vijayshekhar's @Paytm, the first 24 hours after #demonetization

https://t.co/2uJCMujeO8",1326
RT @karnataka_ioc: @indianoilcl giving cash through Mini ATMs to people in Hinterland. #IndiaKaDil. Helping rural people in #Demonetization…,1327
RT @sudarsansand: My humble appeal to all to pl have patience and draw what they need from ATMs during this #Demonetization phase. My SandA…,1328
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",1329
"RT @saaxenanurag: 700 Crores rupees of cash found in 3 medical colleges. Clearing the massive rot in medical admissions.

#Demonetization",1330
"@maitreesh on #demonetization ""ironically, this reform may even increase the stock of black money""...https://t.co/gHdkL2epAT @roadscholarz",1331
"RT @PtAmitSharma: 700 Crores rupees of cash found in 3 medical colleges. Clearing the massive rot in medical admissions.

#Demonetization",1332
"@suryanavin MD ItzCash , was live on ET talking about the impact of #Demonetization towards digitization in India.
https://t.co/B0rYYBkL2J",1333
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",1334
Currency Ban: Rs21000 Cr Deposited in Jan Dhan Yojana A/c; Max frm West Bengal. Crazy stats #DeMonetization impact.  https://t.co/uQ3BqfOAQi,1335
"86% of Indians from both rural &amp; urban areas support #demonetization, feel it was worth the inconvenience https://t.co/60BAUHAnnV #india",1336
"RT @smita_muk: BREAKING NEWS
PMapps result amnounced!
90% Indians support #demonetization
<ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008F><U+270C><U+270C><U+270C><U+270C><U+270C><U+270C><ed><U+00A0><U+00BD><ed><U+00B1><U+0086><ed><U+00A0><U+00BD><ed><U+00B1><U+0086><ed><U+00A0><U+00BD><ed><U+00B1><U+0086><ed><U+00A0><U+00BD><ed><U+00B1><U+0086><ed><U+00A0><U+00BD><ed><U+00B1><U+0086><ed><U+00A0><U+00BD><ed><U+00B1><U+0086>
@narendramodi Zindabad!",1337
"RT @JaiPoswal1995: 92% people support @narendramodi's #Demonetization on #Modi App &amp; insist decision should not be back 
https://t.co/2lelg…",1338
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",1339
Inside #Paytm the first 24 hours after #demonetization : https://t.co/EKWEnQFPIO #banking https://t.co/8q2dQxZiTn,1340
"Why #demonetization would not stop graft 
https://t.co/y1VfBxpMgf",1341
"RT @myvotetoday: So #CJIThakur says there will be riots due to #DeMonetization Qs
.
No #SpicesNSecrets 
.
No riots due to citizens #Waiting…",1342
"RT @CREDAINational: Dear @PMOIndia, CREDAI supports your #Demonetization drive, &amp; we are geared up for a smoother transition towards a tran…",1343
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",1344
"RT @myvotetoday: So #CJIThakur says there will be riots due to #DeMonetization Qs
.
No #SpicesNSecrets 
.
No riots due to citizens #Waiting…",1345
RT @dnaAfterHrs: Watch: Somebody made a spoof video on #demonetization with #AeDilHaiMushkil trailer and it's hilarious https://t.co/oRYBrW…,1346
RT @ModiBharosa: Putting Nation over Party Politics #nitishkumar supports PM @narendramodi on #Demonetization https://t.co/UodwXdPMmG,1347
RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,1348
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",1349
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",1350
RT @karnataka_ioc: @indianoilcl giving cash through Mini ATMs to people in Hinterland. #IndiaKaDil. Helping rural people in #Demonetization…,1351
"RT @myvotetoday: 85% support #demonetization 

Is this more likely now or if #SupremeCourt has another midnight hearing to stay
execution o…",1352
RT @karnataka_ioc: @indianoilcl giving cash through Mini ATMs to people in Hinterland. #IndiaKaDil. Helping rural people in #Demonetization…,1353
There is pain. There is suffering - Inflicted by #demonetization. Undoubtedly. The poorest are hit hardest - The... https://t.co/hM1bckZ9JA,1354
"From #MannKiBaat to #JanKiBaat on #demonetization. 
#Citizens on #DEMONETIZATION #janjankibaat @narendramodi… https://t.co/ZSaVPtNVnc",1355
RT @karnataka_ioc: @indianoilcl giving cash through Mini ATMs to people in Hinterland. #IndiaKaDil. Helping rural people in #Demonetization…,1356
@KashmirLobby so hw cm stone pelting stopped after #Demonetization. If they dn't care 4 bullets or pellets why do they care so much 4 money?,1357
"RT @manishaBJP: #PareshRawal  take on 500 and 1000 #note #demonetization 
#Proud #Bankofficials #IndianRupee #Fight #Corruption #AccheDin #…",1358
"RT @JaiPoswal1995: 92% people support @narendramodi's #Demonetization on #Modi App &amp; insist decision should not be back 
https://t.co/2lelg…",1359
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,1360
RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,1361
"RT @pGurus1: #Demonetization The time has come to put MUDRA into action, writes Prof. R Vaidyanathan - https://t.co/P6HkkDVa3b @upma23 @UnS…",1362
"RT @ModiBharosa: Huge support for PM @narendramodi ’s #demonetization Move Across the Nation 
80-86% people back demonetization: C-voter su…",1363
"How will inflation and interest rates react to #Demonetization? 
Read our views here - https://t.co/kFCVgHbNdL https://t.co/MpDhS6GUGW",1364
"RT @JaiPoswal1995: 92% people support @narendramodi's #Demonetization on #Modi App &amp; insist decision should not be back 
https://t.co/2lelg…",1365
RT @Joydas: Question in Narendra Modi App where PM is taking feedback if people support his #DeMonetization strategy https://t.co/pYgK8Rmg7r,1366
@kunfaaya @TarekFatah or is he f***ed by modi and gone mad after #demonetization,1367
"RT @Joydeep_911: Calling all Nationalists to join...
Walk for #CorruptionFreeIndia and spread the benefits of #Demonetization among the mas…",1368
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,1369
RT @gauravcsawant: Rs 40 lakh looted from a bank in Kishtwar in J&amp;K. Third such incident since #demonetization. That's how terrorists have…,1370
